chromosome	position	strand	gene_type	gene_name	gene_pos	unconverted	converted	ratio
21	41168421	+	protein_coding	ENSG00000182240(BACE2)	621	16	1244	0.012698413
21	41276109	+	protein_coding	ENSG00000182240(BACE2)	108309	16	955	0.016477858
21	43331274	-	lncRNA	ENSG00000237864(LINC00322)	766	15	49	0.234375
21	43348536	+	Other features	.	.	14	13	0.518518519
21	43694081	+	protein_coding	ENSG00000160208(RRP1B)	34522	16	253	0.059479554
21	43757366	+	protein_coding	ENSG00000160209(PDXK)	38273	17	259	0.061594203
21	43757805	+	protein_coding	ENSG00000160209(PDXK)	38712	9	273	0.031914894
21	43758133	+	protein_coding	ENSG00000160209(PDXK)	39040	18	129	0.12244898
21	43759122	+	protein_coding	ENSG00000160209(PDXK)	40029	16	147	0.098159509
21	43759230	+	protein_coding	ENSG00000160209(PDXK)	40137	8	176	0.043478261
21	43759481	+	protein_coding	ENSG00000160209(PDXK)	40388	26	282	0.084415584
21	43760766	+	protein_coding	ENSG00000160209(PDXK)	41673	12	456	0.025641026
21	44311065	+	protein_coding	ENSG00000141959(PFKL)	11015	12	223	0.05106383
21	44313979	+	protein_coding	ENSG00000141959(PFKL)	13929	13	402	0.031325301
21	44325234	+	protein_coding	ENSG00000141959(PFKL)	25184	15	632	0.023183926
21	44459123	+	protein_coding	ENSG00000160233(LRRC3)	3614	6	1	0.857142857
21	44940149	+	protein_coding	ENSG00000160256(SLX9)	138	13	166	0.072625698
21	44977491	+	Other features	.	.	7	60	0.104477612
21	45264555	-	protein_coding	ENSG00000186866(POFUT2)	23344	7	132	0.050359712
21	45477439	+	protein_coding	ENSG00000182871(COL18A1)	72275	49	166	0.227906977
21	45505882	+	protein_coding	ENSG00000182871(COL18A1)	100718	7	100	0.065420561
21	45530864	-	protein_coding	ENSG00000173638(SLC19A1)	42502	8	121	0.062015504
21	45531841	-	protein_coding	ENSG00000173638(SLC19A1)	41525	8	148	0.051282051
21	46190353	-	protein_coding	ENSG00000160285(LSS)	38472	15	630	0.023255814
21	46190395	-	protein_coding	ENSG00000160285(LSS)	38430	13	736	0.017356475
21	46190552	-	protein_coding	ENSG00000160285(LSS)	38273	17	477	0.034412955
21	46286072	-	protein_coding	ENSG00000160294(MCM3AP)	226	30	117	0.204081633
21	46411387	+	protein_coding	ENSG00000160299(PCNT)	87264	28	66	0.29787234
22	18088274	+	protein_coding	ENSG00000215193(PEX26)	10352	23	525	0.041970803
22	19176894	-	protein_coding	ENSG00000100075(SLC25A1)	1846	30	2118	0.01396648
22	19760952	+	protein_coding	ENSG00000184058(TBX1)	4250	14	50	0.21875
22	19760953	+	protein_coding	ENSG00000184058(TBX1)	4251	7	64	0.098591549
22	19877782	-	protein_coding	ENSG00000184470(TXNRD2)	64039	6	40	0.130434783
22	20131893	+	protein_coding	ENSG00000099904(ZDHHC8)	2438	54	10	0.84375
22	20314760	-	protein_coding	ENSG00000128185(DGCR6L)	5321	14	122	0.102941176
22	20314782	-	protein_coding	ENSG00000128185(DGCR6L)	5299	14	474	0.028688525
22	21644028	+	protein_coding	ENSG00000128228(SDF2L1)	1727	20	890	0.021978022
22	21922954	-	protein_coding	ENSG00000100034(PPM1F)	29895	25	92	0.213675214
22	23767868	-	protein_coding	ENSG00000250479(CHCHD10)	105	417	3126	0.117696867
22	23834332	+	protein_coding	ENSG00000099956(SMARCB1)	47402	35	49	0.416666667
22	23895091	+	protein_coding	ENSG00000240972(MIF)	709	195	16254	0.011854824
22	24063016	+	protein_coding	ENSG00000099991(CABIN1)	51825	7	76	0.084337349
22	24164531	+	protein_coding	ENSG00000099991(CABIN1)	153340	13	80	0.139784946
22	24185892	+	protein_coding	ENSG00000099994(SUSD2)	4406	3	3	0.5
22	24574246	+	protein_coding	ENSG00000100028(SNRPD3)	18289	12	221	0.051502146
22	27853397	-	protein_coding	ENSG00000180957(PITPNB)	66738	8	49	0.140350877
22	28800463	-	protein_coding	ENSG00000100219(XBP1)	135	20	840	0.023255814
22	29308352	+	protein_coding	ENSG00000185340(GAS2L1)	1735	11	523	0.020599251
22	29695287	+	protein_coding	ENSG00000186575(NF2)	91732	11	126	0.080291971
22	29825143	-	protein_coding	ENSG00000100325(ASCC2)	13162	8	221	0.034934498
22	30584672	-	protein_coding	ENSG00000100029(PES1)	22412	13	792	0.016149068
22	31105080	-	protein_coding	ENSG00000198832(SELENOM)	14990	50	2143	0.022799818
22	31613614	+	protein_coding	ENSG00000198089(SFI1)	124927	5	35	0.125
22	31620648	-	protein_coding	ENSG00000241878(PISD)	41574	6	96	0.058823529
22	36489334	-	protein_coding	ENSG00000100350(FOXRED2)	17888	18	470	0.036885246
22	36489835	-	protein_coding	ENSG00000100350(FOXRED2)	17387	28	126	0.181818182
22	37018629	-	protein_coding	ENSG00000128311(TST)	1555	11	191	0.054455446
22	37024463	+	protein_coding	ENSG00000128309(MPST)	4829	12	482	0.024291498
22	37185360	-	protein_coding	ENSG00000133466(C1QTNF6)	14026	16	411	0.037470726
22	37496485	-	protein_coding	ENSG00000100065(CARD10)	23058	11	84	0.115789474
22	37609832	+	protein_coding	ENSG00000100083(GGA1)	1108	14	5	0.736842105
22	38072502	+	protein_coding	ENSG00000100151(PICK1)	16192	8	89	0.082474227
22	39377697	+	protein_coding	ENSG00000100321(SYNGR1)	27773	11	129	0.078571429
22	39377698	+	protein_coding	ENSG00000100321(SYNGR1)	27774	13	127	0.092857143
22	40587903	-	protein_coding	ENSG00000196588(MRTFA)	48817	3	2	0.6
22	41064244	+	pseudogene	ENSG00000237214	193	4	5	0.444444444
22	41339980	+	protein_coding	ENSG00000100403(ZC3H7B)	38456	12	184	0.06122449
22	41518496	+	protein_coding	ENSG00000100412(ACO2)	70667	14	814	0.016908213
22	41620865	-	protein_coding	ENSG00000100418(DESI1)	179	68	235	0.224422442
22	41938977	-	protein_coding	ENSG00000100162(CENPM)	8176	11	461	0.023305085
22	43159298	+	protein_coding	ENSG00000100300(TSPO)	7752	24	1341	0.017582418
22	43176349	-	protein_coding	ENSG00000100304(TTLL12)	10786	13	525	0.024163569
22	43947440	+	protein_coding	ENSG00000100344(PNPLA3)	23649	7	67	0.094594595
22	44331763	-	Other features	.	.	11	94	0.104761905
22	45196845	-	protein_coding	ENSG00000100364(KIAA0930)	44050	10	212	0.045045045
22	45533089	+	protein_coding	ENSG00000077942(FBLN1)	30852	20	1360	0.014492754
22	45601034	+	protein_coding	ENSG00000077942(FBLN1)	98797	11	256	0.041198502
22	45977045	-	protein_coding	ENSG00000188064(WNT7B)	118	7	132	0.050359712
22	46297121	+	protein_coding	ENSG00000075218(GTSE1)	252	7	63	0.1
22	46297241	+	protein_coding	ENSG00000075218(GTSE1)	372	17	41	0.293103448
22	46350891	+	protein_coding	ENSG00000100416(TRMU)	20017	4	16	0.2
22	46355849	+	protein_coding	ENSG00000100416(TRMU)	24975	5	33	0.131578947
22	46410533	-	protein_coding	ENSG00000075275(CELSR1)	127088	6	88	0.063829787
22	46699315	-	protein_coding	ENSG00000100422(CERK)	38938	15	349	0.041208791
22	49960802	+	protein_coding	ENSG00000198355(PIM3)	35	13	247	0.05
22	50221361	-	protein_coding	ENSG00000128159(TUBGCP6)	23663	12	11	0.52173913
22	50221648	-	protein_coding	ENSG00000128159(TUBGCP6)	23376	5	42	0.106382979
22	50251169	-	protein_coding	ENSG00000100429(HDAC10)	237	7	50	0.122807018
22	50281992	-	protein_coding	ENSG00000196576(PLXNB2)	25655	13	421	0.029953917
22	50290538	-	protein_coding	ENSG00000196576(PLXNB2)	17109	17	166	0.092896175
22	50343477	+	protein_coding	ENSG00000100239(PPP6R2)	174	34	64	0.346938776
22	50419425	+	protein_coding	ENSG00000100239(PPP6R2)	76122	7	110	0.05982906
22	50466457	-	protein_coding	ENSG00000100241(SBF1)	17467	5	36	0.12195122
22	50483442	+	protein_coding	ENSG00000128165(ADM2)	1900	4	5	0.444444444
3	9690053	+	protein_coding	ENSG00000163719(MTMR14)	40621	11	130	0.078014184
3	9785367	-	protein_coding	ENSG00000171148(TADA3)	7645	19	849	0.021889401
3	9806248	+	protein_coding	ENSG00000241553(ARPC4)	13754	24	1545	0.015296367
3	9818796	+	protein_coding	ENSG00000214021(TTLL3)	10711	10	2	0.833333333
3	10312085	-	protein_coding	ENSG00000157020(SEC13)	9028	28	2262	0.012227074
3	11719546	-	protein_coding	ENSG00000144560(VGLL4)	51805	7	2	0.777777778
3	12836048	-	protein_coding	ENSG00000144713(RPL32)	5535	12	597	0.019704433
3	13319945	-	protein_coding	ENSG00000132182(NUP210)	100378	15	593	0.024671053
3	13353949	-	protein_coding	ENSG00000132182(NUP210)	66374	29	886	0.031693989
3	13386321	-	protein_coding	ENSG00000132182(NUP210)	34002	48	371	0.114558473
3	15051825	-	protein_coding	ENSG00000131368(MRPS25)	13515	72	57	0.558139535
3	15206369	+	protein_coding	ENSG00000131375(CAPN7)	218	11	79	0.122222222
3	15332390	-	protein_coding	ENSG00000131370(SH3BP5)	8979	26	1597	0.016019717
3	15332525	-	protein_coding	ENSG00000131370(SH3BP5)	8844	84	859	0.089077413
3	15332538	-	protein_coding	ENSG00000131370(SH3BP5)	8831	15	922	0.016008538
3	22790264	-	Other features	.	.	4	0	1
3	25664637	-	protein_coding	ENSG00000077097(TOP2B)	273	16	255	0.05904059
3	28241682	+	protein_coding	ENSG00000187118(CMC1)	99	12	291	0.03960396
3	31579815	+	protein_coding	ENSG00000163527(STT3B)	47178	14	579	0.023608769
3	33014122	-	protein_coding	ENSG00000170266(GLB1)	83081	9	205	0.042056075
3	33114370	+	protein_coding	ENSG00000170275(CRTAP)	357	79	2758	0.027846317
3	33124554	+	protein_coding	ENSG00000170275(CRTAP)	10541	26	1959	0.013098237
3	37861956	+	protein_coding	ENSG00000144677(CTDSPL)	77	6	39	0.133333333
3	38165710	+	protein_coding	ENSG00000172939(OXSR1)	622	125	176	0.415282392
3	38165712	+	protein_coding	ENSG00000172939(OXSR1)	624	28	289	0.088328076
3	39098424	-	protein_coding	ENSG00000114745(GORASP1)	9946	16	92	0.148148148
3	39101024	-	protein_coding	ENSG00000114745(GORASP1)	7346	12	186	0.060606061
3	39358905	+	pseudogene	ENSG00000223668(EEF1A1P24)	361	12	23	0.342857143
3	39411893	+	protein_coding	ENSG00000168028(RPSA)	5178	7	21	0.25
3	42013727	+	Other features	.	.	11	102	0.097345133
3	42563551	-	protein_coding	ENSG00000093183(SEC22C)	37530	7	76	0.084337349
3	44873458	+	Other features	.	.	9	28	0.243243243
3	46999354	+	protein_coding	ENSG00000160796(NBEAL2)	19689	29	38	0.432835821
3	47009510	+	protein_coding	ENSG00000160796(NBEAL2)	29845	6	17	0.260869565
3	47121922	-	protein_coding	ENSG00000181555(SETD2)	42192	8	182	0.042105263
3	47417169	-	protein_coding	ENSG00000114650(SCAP)	59958	10	207	0.046082949
3	47417430	-	protein_coding	ENSG00000114650(SCAP)	59697	8	148	0.051282051
3	47670681	-	protein_coding	ENSG00000173473(SMARCC1)	111426	26	692	0.036211699
3	47846241	+	protein_coding	ENSG00000132153(DHX30)	43333	88	587	0.13037037
3	48432647	-	protein_coding	ENSG00000164051(CCDC51)	7810	26	752	0.033419023
3	48435090	-	protein_coding	ENSG00000164051(CCDC51)	5367	42	204	0.170731707
3	48468769	-	protein_coding	ENSG00000164054(SHISA5)	36058	12	115	0.094488189
3	48469453	-	protein_coding	ENSG00000164054(SHISA5)	35374	14	772	0.017811705
3	48572673	-	protein_coding	ENSG00000114270(COL7A1)	22657	43	139	0.236263736
3	48575209	-	protein_coding	ENSG00000114270(COL7A1)	20121	44	218	0.167938931
3	48575673	-	protein_coding	ENSG00000114270(COL7A1)	19657	14	260	0.051094891
3	48587309	-	protein_coding	ENSG00000114270(COL7A1)	8021	30	297	0.091743119
3	48593593	-	protein_coding	ENSG00000114270(COL7A1)	1737	17	175	0.088541667
3	48604272	-	protein_coding	ENSG00000010256(UQCRC1)	6705	90	1460	0.058064516
3	48609586	-	protein_coding	ENSG00000010256(UQCRC1)	1391	28	2562	0.010810811
3	48633254	-	protein_coding	ENSG00000225697(SLC26A6)	2240	8	123	0.061068702
3	48634042	-	protein_coding	ENSG00000225697(SLC26A6)	1452	13	12	0.52
3	48634989	-	protein_coding	ENSG00000225697(SLC26A6)	505	17	12	0.586206897
3	48634991	-	protein_coding	ENSG00000225697(SLC26A6)	503	5	24	0.172413793
3	48918928	+	protein_coding	ENSG00000177479(ARIH2)	108	16	326	0.046783626
3	48918967	+	protein_coding	ENSG00000177479(ARIH2)	147	11	470	0.022869023
3	48984723	+	protein_coding	ENSG00000177479(ARIH2)	65903	13	528	0.024029575
3	49004886	+	protein_coding	ENSG00000178467(P4HTM)	14998	10	258	0.037313433
3	49022191	+	protein_coding	ENSG00000178057(NDUFAF3)	1733	22	1855	0.011720831
3	49104400	-	protein_coding	ENSG00000172053(QARS1)	731	145	419	0.257092199
3	49111605	-	protein_coding	ENSG00000172046(USP19)	9334	7	163	0.041176471
3	49123039	-	protein_coding	ENSG00000172037(LAMB2)	10080	10	153	0.061349693
3	49125857	-	protein_coding	ENSG00000172037(LAMB2)	7262	18	154	0.104651163
3	49681197	+	protein_coding	ENSG00000164062(APEH)	7184	120	549	0.179372197
3	49681764	+	protein_coding	ENSG00000164062(APEH)	7751	46	577	0.073836276
3	49748065	-	protein_coding	ENSG00000176095(IP6K1)	38478	7	39	0.152173913
3	50274025	+	protein_coding	ENSG00000012171(SEMA3B)	6468	91	117	0.4375
3	50288208	-	protein_coding	ENSG00000214706(IFRD2)	4711	34	1955	0.017094017
3	50292314	-	protein_coding	ENSG00000214706(IFRD2)	605	20	761	0.025608195
3	50302461	-	protein_coding	ENSG00000114378(HYAL1)	9921	16	153	0.094674556
3	50558126	-	protein_coding	ENSG00000088543(C3orf18)	12902	15	93	0.138888889
3	50582236	+	protein_coding	ENSG00000114735(HEMK1)	13085	4	1	0.8
3	51968758	-	protein_coding	ENSG00000114779(ABHD14B)	14652	18	465	0.037267081
3	51971716	-	protein_coding	ENSG00000114779(ABHD14B)	11694	7	53	0.116666667
3	51983515	+	protein_coding	ENSG00000243989(ACY1)	176	7	107	0.061403509
3	52527360	-	protein_coding	ENSG00000168268(NT5DC2)	7695	275	539	0.337837838
3	52527670	-	protein_coding	ENSG00000168268(NT5DC2)	7385	16	920	0.017094017
3	52533555	-	protein_coding	ENSG00000168268(NT5DC2)	1500	15	769	0.019132653
3	52533690	-	protein_coding	ENSG00000168268(NT5DC2)	1365	9	313	0.027950311
3	53122402	-	protein_coding	ENSG00000163933(RFT1)	8052	22	122	0.152777778
3	53229404	-	protein_coding	ENSG00000163931(TKT)	26649	121	8048	0.014812095
3	53235056	-	protein_coding	ENSG00000163931(TKT)	20997	63	10586	0.005916048
3	53242131	-	protein_coding	ENSG00000163931(TKT)	13922	62	9392	0.006558071
3	53846194	-	protein_coding	ENSG00000016391(CHDH)	226	7	48	0.127272727
3	57575612	-	protein_coding	ENSG00000168374(ARF4)	22609	21	2069	0.010047847
3	58171768	+	protein_coding	ENSG00000136068(FLNB)	163371	8	230	0.033613445
3	72888435	+	protein_coding	ENSG00000172986(GXYLT2)	390	5	18	0.217391304
3	72928854	+	protein_coding	ENSG00000172986(GXYLT2)	40809	16	127	0.111888112
3	72929256	+	protein_coding	ENSG00000172986(GXYLT2)	41211	19	58	0.246753247
3	100348838	+	protein_coding	ENSG00000114021(NIT2)	14100	15	1074	0.013774105
3	100352417	+	protein_coding	ENSG00000114021(NIT2)	17679	13	646	0.019726859
3	101681093	-	protein_coding	ENSG00000114391(RPL24)	5641	9	274	0.03180212
3	113718386	-	protein_coding	ENSG00000121579(NAA50)	27915	5	56	0.081967213
3	123735508	+	Other features	.	.	6	1	0.857142857
3	124152478	-	pseudogene	ENSG00000240622(RPL7P15)	586	4	5	0.444444444
3	124796698	-	protein_coding	ENSG00000082781(ITGB5)	104721	24	447	0.050955414
3	124887114	-	protein_coding	ENSG00000082781(ITGB5)	14305	7	164	0.040935673
3	126988609	+	protein_coding	ENSG00000114554(PLXNA1)	5917	7	132	0.050359712
3	127672742	+	protein_coding	ENSG00000114631(PODXL2)	43558	4	16	0.2
3	128620396	-	protein_coding	ENSG00000163902(RPN1)	60680	37	1907	0.019032922
3	128630015	-	protein_coding	ENSG00000163902(RPN1)	51061	14	568	0.024054983
3	128726260	+	protein_coding	ENSG00000075785(RAB7A)	32592	70	1550	0.043209877
3	128764535	-	pseudogene	ENSG00000242992(FTH1P4)	484	4	7	0.363636364
3	129169641	-	protein_coding	ENSG00000169714(CNBP)	14282	14	627	0.021840874
3	130746539	-	protein_coding	ENSG00000196455(PIK3R4)	291	21	13	0.617647059
3	133573922	+	protein_coding	ENSG00000091527(CDV3)	237	51	422	0.10782241
3	137881820	+	pseudogene	ENSG00000241478(HSPA8P9)	1526	6	12	0.333333333
3	140941930	+	protein_coding	ENSG00000114120(SLC25A36)	101	13	272	0.045614035
3	141876608	+	protein_coding	ENSG00000069849(ATP1B3)	485	6	85	0.065934066
3	149495729	+	protein_coding	ENSG00000169903(TM4SF4)	21033	5	6	0.454545455
3	149656989	-	protein_coding	ENSG00000018408(WWTR1)	79726	16	245	0.061302682
3	150546246	-	protein_coding	ENSG00000120742(SERP1)	56983	347	1297	0.21107056
3	169772277	+	Other features	.	.	5	2	0.714285714
3	179323201	+	protein_coding	ENSG00000121864(ZNF639)	171	16	127	0.111888112
3	181822909	-	rRNA	ENSG00000199839(RNA5SP150)	82	4	2	0.666666667
3	184299313	+	protein_coding	ENSG00000175166(PSMD2)	116	18	822	0.021428571
3	184303425	+	protein_coding	ENSG00000175166(PSMD2)	4228	62	1360	0.043600563
3	184306113	+	protein_coding	ENSG00000175166(PSMD2)	6916	47	1955	0.023476523
3	184315396	+	protein_coding	ENSG00000114867(EIF4G1)	902	8	132	0.057142857
3	184317335	+	protein_coding	ENSG00000114867(EIF4G1)	2841	54	1174	0.043973941
3	184317763	+	protein_coding	ENSG00000114867(EIF4G1)	3269	100	1458	0.064184852
3	184327684	+	protein_coding	ENSG00000114867(EIF4G1)	13190	34	995	0.033041788
3	186581447	+	protein_coding	ENSG00000090520(DNAJB11)	14045	26	648	0.038575668
3	187741486	-	protein_coding	ENSG00000113916(BCL6)	4240	4	20	0.166666667
3	197791340	+	protein_coding	ENSG00000186001(LRCH3)	115	5	44	0.102040816
4	523764	+	protein_coding	ENSG00000174227(PIGG)	24555	53	184	0.223628692
4	987148	+	protein_coding	ENSG00000127415(IDUA)	152	16	8	0.666666667
4	1172546	-	protein_coding	ENSG00000159674(SPON2)	36417	29	108	0.211678832
4	1212237	-	protein_coding	ENSG00000159692(CTBP1)	38097	36	1195	0.029244517
4	1241720	-	protein_coding	ENSG00000159692(CTBP1)	8614	5	35	0.125
4	1242207	-	protein_coding	ENSG00000159692(CTBP1)	8127	15	4	0.789473684
4	1242236	-	protein_coding	ENSG00000159692(CTBP1)	8098	13	29	0.30952381
4	1245321	-	protein_coding	ENSG00000159692(CTBP1)	5013	54	4	0.931034483
4	1246182	-	protein_coding	ENSG00000159692(CTBP1)	4152	15	37	0.288461538
4	1715990	-	protein_coding	ENSG00000168936(TMEM129)	5369	11	220	0.047619048
4	1720851	-	protein_coding	ENSG00000168936(TMEM129)	508	7	143	0.046666667
4	1799427	+	protein_coding	ENSG00000068078(FGFR3)	6135	7	112	0.058823529
4	1841410	-	protein_coding	ENSG00000168924(LETM1)	14747	91	499	0.154237288
4	1979040	+	protein_coding	ENSG00000109685(NSD2)	107648	26	359	0.067532468
4	2042462	+	protein_coding	ENSG00000243449(C4orf48)	468	49	1939	0.024647887
4	2042764	+	protein_coding	ENSG00000243449(C4orf48)	770	39	2534	0.015157404
4	2066490	+	protein_coding	ENSG00000185818(NAT8L)	7164	7	116	0.056910569
4	2249618	-	protein_coding	ENSG00000123933(MXD4)	12492	6	104	0.054545455
4	2249983	-	protein_coding	ENSG00000123933(MXD4)	12127	9	64	0.123287671
4	2513871	+	protein_coding	ENSG00000063978(RNF4)	51652	16	246	0.061068702
4	2835385	+	protein_coding	ENSG00000087266(SH3BP2)	42315	9	83	0.097826087
4	2933875	-	protein_coding	ENSG00000109736(MFSD10)	960	27	255	0.095744681
4	3512837	-	protein_coding	ENSG00000163956(LRPAP1)	19610	27	557	0.046232877
4	5818651	+	Other features	ENSG00000072840(EVC)	.	5	24	0.172413793
4	6277477	+	protein_coding	ENSG00000109501(WFS1)	7629	7	165	0.040697674
4	6527574	+	Other features	.	.	3	1	0.75
4	6527583	+	Other features	.	.	4	0	1
4	6642154	+	protein_coding	ENSG00000179010(MRFAP1)	2064	87	6169	0.01390665
4	8270139	+	protein_coding	ENSG00000170801(HTRA3)	386	17	151	0.101190476
4	8306148	+	protein_coding	ENSG00000170801(HTRA3)	36395	15	237	0.05952381
4	8415777	-	protein_coding	ENSG00000087008(ACOX3)	24947	21	36	0.368421053
4	8606751	+	protein_coding	ENSG00000109625(CPZ)	14092	34	64	0.346938776
4	10077808	-	protein_coding	ENSG00000071127(WDR1)	39165	36	957	0.036253776
4	20731161	+	protein_coding	ENSG00000163138(PACRGL)	34880	13	4	0.764705882
4	22402772	-	protein_coding	ENSG00000152990(ADGRA3)	113295	12	163	0.068571429
4	22594235	+	pseudogene	ENSG00000244538	40	5	8	0.384615385
4	25234097	+	protein_coding	ENSG00000038210(PI4K2B)	73435	38	148	0.204301075
4	25234346	+	protein_coding	ENSG00000038210(PI4K2B)	73684	4	23	0.148148148
4	25234386	+	protein_coding	ENSG00000038210(PI4K2B)	73724	9	85	0.095744681
4	25782409	-	protein_coding	ENSG00000091490(SEL1L3)	81352	21	394	0.05060241
4	26861291	+	protein_coding	ENSG00000109689(STIM2)	3691	7	26	0.212121212
4	39044875	+	Other features	.	.	12	190	0.059405941
4	39458559	-	protein_coding	ENSG00000163682(RPL9)	373	21	678	0.030042918
4	40349311	+	protein_coding	ENSG00000174343(CHRNA9)	13979	5	42	0.106382979
4	42472038	+	pseudogene	ENSG00000240167(RPS7P7)	229	4	12	0.25
4	57033261	-	protein_coding	ENSG00000163453(IGFBP7)	77125	820	7236	0.101787488
4	57109923	-	protein_coding	ENSG00000163453(IGFBP7)	463	56	5437	0.010194793
4	57109969	-	protein_coding	ENSG00000163453(IGFBP7)	417	64	7478	0.008485813
4	57110038	-	protein_coding	ENSG00000163453(IGFBP7)	348	22	1661	0.013071895
4	57110105	-	protein_coding	ENSG00000163453(IGFBP7)	281	108	1399	0.071665561
4	70839804	-	protein_coding	ENSG00000132463(GRSF1)	94	13	401	0.031400966
